"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001974","GO:0001974","blood vessel remodeling","16/2281","51/21288",0.313725490196078,2.92792119039637,4.77519231243218,5.26560176140379e-05,0.00252910903063118,0.00198259499518442,"ENSG00000101384/ENSG00000101439/ENSG00000105997/ENSG00000113389/ENSG00000116016/ENSG00000128342/ENSG00000128917/ENSG00000134376/ENSG00000135679/ENSG00000135926/ENSG00000139567/ENSG00000160200/ENSG00000165240/ENSG00000168214/ENSG00000182197/ENSG00000196924",16
"GO:0032963","GO:0032963","collagen metabolic process","28/2281","120/21288",0.233333333333333,2.1776413853573,4.48153563892124,5.43889759162117e-05,0.00257276337591535,0.0020168160925868,"ENSG00000065308/ENSG00000087116/ENSG00000089041/ENSG00000100644/ENSG00000101439/ENSG00000102760/ENSG00000102996/ENSG00000106333/ENSG00000106397/ENSG00000106991/ENSG00000108821/ENSG00000117385/ENSG00000122641/ENSG00000123342/ENSG00000130635/ENSG00000137673/ENSG00000138316/ENSG00000140564/ENSG00000148400/ENSG00000149257/ENSG00000157613/ENSG00000159216/ENSG00000163131/ENSG00000164171/ENSG00000164692/ENSG00000166173/ENSG00000166482/ENSG00000166670",28
"GO:0051261","GO:0051261","protein depolymerization","28/2281","120/21288",0.233333333333333,2.1776413853573,4.48153563892124,5.43889759162117e-05,0.00257276337591535,0.0020168160925868,"ENSG00000067798/ENSG00000071127/ENSG00000079691/ENSG00000088325/ENSG00000100092/ENSG00000116584/ENSG00000116675/ENSG00000119541/ENSG00000121621/ENSG00000121879/ENSG00000125868/ENSG00000130479/ENSG00000132612/ENSG00000133789/ENSG00000133816/ENSG00000135596/ENSG00000140600/ENSG00000148180/ENSG00000151491/ENSG00000159082/ENSG00000160460/ENSG00000163431/ENSG00000166780/ENSG00000166963/ENSG00000172757/ENSG00000176771/ENSG00000197321/ENSG00000198363",28
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","42/2281","211/21288",0.199052132701422,1.85770355148964,4.33747638779183,5.49636942525832e-05,0.00258040080385812,0.00202280315215284,"ENSG00000012048/ENSG00000022267/ENSG00000041515/ENSG00000053254/ENSG00000077684/ENSG00000081377/ENSG00000092853/ENSG00000102760/ENSG00000103479/ENSG00000106462/ENSG00000117724/ENSG00000118762/ENSG00000120129/ENSG00000122641/ENSG00000124762/ENSG00000132612/ENSG00000134371/ENSG00000135090/ENSG00000135679/ENSG00000136014/ENSG00000136235/ENSG00000137331/ENSG00000139687/ENSG00000145632/ENSG00000147883/ENSG00000148153/ENSG00000152518/ENSG00000159593/ENSG00000161010/ENSG00000163870/ENSG00000164754/ENSG00000165891/ENSG00000167797/ENSG00000168309/ENSG00000169857/ENSG00000170242/ENSG00000171862/ENSG00000176390/ENSG00000177595/ENSG00000185499/ENSG00000185650/ENSG00000188215",42
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","73/2281","432/21288",0.168981481481481,1.57706171757027,4.19770305832274,5.54121243873299e-05,0.00258203958712304,0.00202408781147749,"ENSG00000003402/ENSG00000066468/ENSG00000072163/ENSG00000086062/ENSG00000091136/ENSG00000092969/ENSG00000100292/ENSG00000100644/ENSG00000101384/ENSG00000102760/ENSG00000104313/ENSG00000105810/ENSG00000105971/ENSG00000105974/ENSG00000105989/ENSG00000107562/ENSG00000110492/ENSG00000111728/ENSG00000112715/ENSG00000113140/ENSG00000114209/ENSG00000116455/ENSG00000118257/ENSG00000118503/ENSG00000119138/ENSG00000119508/ENSG00000119630/ENSG00000123358/ENSG00000125398/ENSG00000125965/ENSG00000126561/ENSG00000128917/ENSG00000132170/ENSG00000134371/ENSG00000135446/ENSG00000135862/ENSG00000136997/ENSG00000137693/ENSG00000137801/ENSG00000138002/ENSG00000139567/ENSG00000139687/ENSG00000143494/ENSG00000143507/ENSG00000144891/ENSG00000147883/ENSG00000148400/ENSG00000150630/ENSG00000151694/ENSG00000158125/ENSG00000164104/ENSG00000164920/ENSG00000165240/ENSG00000166263/ENSG00000166949/ENSG00000168214/ENSG00000168610/ENSG00000168811/ENSG00000169031/ENSG00000169855/ENSG00000170873/ENSG00000171608/ENSG00000174697/ENSG00000175482/ENSG00000178301/ENSG00000179222/ENSG00000179388/ENSG00000184304/ENSG00000185551/ENSG00000185650/ENSG00000185950/ENSG00000213281/ENSG00000214274",73
"GO:0001101","GO:0001101","response to acid chemical","33/2281","152/21288",0.217105263157895,2.02618888299222,4.39846139652811,5.81772937624197e-05,0.00268447818992189,0.00210439050256866,"ENSG00000023909/ENSG00000088766/ENSG00000103257/ENSG00000108821/ENSG00000112715/ENSG00000118762/ENSG00000119772/ENSG00000121879/ENSG00000129473/ENSG00000130766/ENSG00000132646/ENSG00000134853/ENSG00000139644/ENSG00000140443/ENSG00000145431/ENSG00000149212/ENSG00000155511/ENSG00000164305/ENSG00000164692/ENSG00000165240/ENSG00000165802/ENSG00000167552/ENSG00000168542/ENSG00000173039/ENSG00000178209/ENSG00000181019/ENSG00000185122/ENSG00000185338/ENSG00000187498/ENSG00000198793/ENSG00000204262/ENSG00000213341/ENSG00000213445",33
"GO:0003018","GO:0003018","vascular process in circulatory system","55/2281","302/21288",0.182119205298013,1.69967279368001,4.24225440756893,5.92380374988952e-05,0.00268447818992189,0.00210439050256866,"ENSG00000017483/ENSG00000023909/ENSG00000067900/ENSG00000069431/ENSG00000073712/ENSG00000073756/ENSG00000080493/ENSG00000092068/ENSG00000103222/ENSG00000103257/ENSG00000105281/ENSG00000105664/ENSG00000105974/ENSG00000106397/ENSG00000107796/ENSG00000108684/ENSG00000108846/ENSG00000111371/ENSG00000112715/ENSG00000119139/ENSG00000121361/ENSG00000130529/ENSG00000131016/ENSG00000131389/ENSG00000131979/ENSG00000132326/ENSG00000134294/ENSG00000134318/ENSG00000138074/ENSG00000144891/ENSG00000147100/ENSG00000147459/ENSG00000148926/ENSG00000150594/ENSG00000151229/ENSG00000152779/ENSG00000153904/ENSG00000156113/ENSG00000160200/ENSG00000163485/ENSG00000164850/ENSG00000165633/ENSG00000165895/ENSG00000167114/ENSG00000168398/ENSG00000170214/ENSG00000174697/ENSG00000178209/ENSG00000182197/ENSG00000183023/ENSG00000185532/ENSG00000196517/ENSG00000196639/ENSG00000197496/ENSG00000213949",55
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","55/2281","302/21288",0.182119205298013,1.69967279368001,4.24225440756893,5.92380374988952e-05,0.00268447818992189,0.00210439050256866,"ENSG00000012048/ENSG00000022267/ENSG00000041515/ENSG00000053254/ENSG00000067369/ENSG00000077684/ENSG00000081377/ENSG00000092853/ENSG00000102760/ENSG00000103479/ENSG00000104885/ENSG00000106462/ENSG00000111602/ENSG00000112062/ENSG00000113456/ENSG00000114670/ENSG00000117724/ENSG00000118762/ENSG00000120129/ENSG00000122641/ENSG00000124762/ENSG00000132612/ENSG00000134371/ENSG00000135090/ENSG00000135679/ENSG00000136014/ENSG00000136235/ENSG00000137331/ENSG00000139687/ENSG00000143493/ENSG00000145632/ENSG00000147883/ENSG00000148153/ENSG00000152518/ENSG00000154767/ENSG00000159593/ENSG00000161010/ENSG00000163697/ENSG00000163870/ENSG00000164754/ENSG00000165891/ENSG00000167797/ENSG00000168309/ENSG00000169857/ENSG00000170242/ENSG00000170364/ENSG00000171792/ENSG00000171862/ENSG00000172732/ENSG00000176390/ENSG00000177595/ENSG00000179295/ENSG00000185499/ENSG00000185650/ENSG00000188215",55
"GO:0009612","GO:0009612","response to mechanical stimulus","46/2281","239/21288",0.192468619246862,1.79626127423376,4.28846526027108,5.93302354595165e-05,0.00268447818992189,0.00210439050256866,"ENSG00000008710/ENSG00000060718/ENSG00000064666/ENSG00000073756/ENSG00000089041/ENSG00000095397/ENSG00000100739/ENSG00000100906/ENSG00000102882/ENSG00000103978/ENSG00000106991/ENSG00000107562/ENSG00000108684/ENSG00000108821/ENSG00000110492/ENSG00000112062/ENSG00000118762/ENSG00000120899/ENSG00000121879/ENSG00000125398/ENSG00000125965/ENSG00000130956/ENSG00000132155/ENSG00000134138/ENSG00000134294/ENSG00000137343/ENSG00000137801/ENSG00000140443/ENSG00000145390/ENSG00000148180/ENSG00000148677/ENSG00000149488/ENSG00000151929/ENSG00000154767/ENSG00000154864/ENSG00000164171/ENSG00000164442/ENSG00000166473/ENSG00000167552/ENSG00000173039/ENSG00000178209/ENSG00000183023/ENSG00000184156/ENSG00000184564/ENSG00000189077/ENSG00000198947",46
"GO:0008654","GO:0008654","phospholipid biosynthetic process","53/2281","288/21288",0.184027777777778,1.71748502118954,4.24680696235343,6.01894712275706e-05,0.00269562275021607,0.00211312683983019,"ENSG00000003987/ENSG00000011198/ENSG00000035115/ENSG00000078269/ENSG00000084710/ENSG00000086544/ENSG00000088766/ENSG00000091622/ENSG00000101290/ENSG00000101558/ENSG00000102780/ENSG00000103502/ENSG00000104331/ENSG00000111684/ENSG00000112972/ENSG00000116711/ENSG00000117461/ENSG00000121879/ENSG00000123983/ENSG00000128039/ENSG00000128699/ENSG00000129353/ENSG00000132376/ENSG00000134324/ENSG00000136267/ENSG00000138678/ENSG00000141401/ENSG00000143398/ENSG00000143772/ENSG00000145675/ENSG00000156471/ENSG00000156671/ENSG00000158201/ENSG00000159082/ENSG00000163719/ENSG00000164023/ENSG00000165195/ENSG00000168890/ENSG00000168918/ENSG00000169692/ENSG00000171150/ENSG00000171608/ENSG00000171862/ENSG00000172954/ENSG00000176095/ENSG00000185338/ENSG00000185813/ENSG00000187446/ENSG00000197121/ENSG00000197601/ENSG00000197943/ENSG00000211456/ENSG00000241878",53
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","38/2281","185/21288",0.205405405405405,1.91699704965816,4.33955091751099,6.04399719779389e-05,0.00269562275021607,0.00211312683983019,"ENSG00000034152/ENSG00000061273/ENSG00000073756/ENSG00000092969/ENSG00000100292/ENSG00000100600/ENSG00000100644/ENSG00000106211/ENSG00000112715/ENSG00000113140/ENSG00000114861/ENSG00000118257/ENSG00000120899/ENSG00000125398/ENSG00000126458/ENSG00000126561/ENSG00000126785/ENSG00000127837/ENSG00000134318/ENSG00000136238/ENSG00000137801/ENSG00000143878/ENSG00000145632/ENSG00000147459/ENSG00000150630/ENSG00000151694/ENSG00000162407/ENSG00000163513/ENSG00000164171/ENSG00000166974/ENSG00000171132/ENSG00000171608/ENSG00000183287/ENSG00000184304/ENSG00000185950/ENSG00000197943/ENSG00000198793/ENSG00000198909",38
"GO:0061298","GO:0061298","retina vasculature development in camera-type eye","9/2281","19/21288",0.473684210526316,4.42077574471031,5.16762456862268,6.20615403076615e-05,0.00274831388426268,0.00215443197036675,"ENSG00000100644/ENSG00000113721/ENSG00000126785/ENSG00000134853/ENSG00000139567/ENSG00000165633/ENSG00000169504/ENSG00000174804/ENSG00000187498",9
"GO:0035265","GO:0035265","organ growth","39/2281","192/21288",0.203125,1.89571459886015,4.31900089423162,6.29549295369384e-05,0.00275889903173161,0.00216272977806938,"ENSG00000008083/ENSG00000060138/ENSG00000066468/ENSG00000091831/ENSG00000092969/ENSG00000105664/ENSG00000105989/ENSG00000108946/ENSG00000112062/ENSG00000114861/ENSG00000117152/ENSG00000125398/ENSG00000129484/ENSG00000136158/ENSG00000137193/ENSG00000137693/ENSG00000137869/ENSG00000147655/ENSG00000148400/ENSG00000149256/ENSG00000159167/ENSG00000159216/ENSG00000163110/ENSG00000163513/ENSG00000164442/ENSG00000168214/ENSG00000169946/ENSG00000170365/ENSG00000170989/ENSG00000171862/ENSG00000173068/ENSG00000173706/ENSG00000174697/ENSG00000179295/ENSG00000182197/ENSG00000182704/ENSG00000185532/ENSG00000196739/ENSG00000204371",39
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","28/2281","121/21288",0.231404958677686,2.15964434911468,4.43150181643909,6.3626114761267e-05,0.00275889903173161,0.00216272977806938,"ENSG00000067900/ENSG00000070087/ENSG00000073712/ENSG00000079691/ENSG00000088756/ENSG00000095637/ENSG00000102760/ENSG00000103647/ENSG00000107438/ENSG00000112137/ENSG00000112658/ENSG00000120899/ENSG00000132376/ENSG00000134318/ENSG00000135723/ENSG00000136238/ENSG00000144824/ENSG00000145675/ENSG00000148468/ENSG00000159840/ENSG00000165533/ENSG00000166949/ENSG00000170989/ENSG00000184009/ENSG00000186575/ENSG00000196405/ENSG00000198121/ENSG00000198793",28
"GO:0043149","GO:0043149","stress fiber assembly","28/2281","121/21288",0.231404958677686,2.15964434911468,4.43150181643909,6.3626114761267e-05,0.00275889903173161,0.00216272977806938,"ENSG00000067900/ENSG00000070087/ENSG00000073712/ENSG00000079691/ENSG00000088756/ENSG00000095637/ENSG00000102760/ENSG00000103647/ENSG00000107438/ENSG00000112137/ENSG00000112658/ENSG00000120899/ENSG00000132376/ENSG00000134318/ENSG00000135723/ENSG00000136238/ENSG00000144824/ENSG00000145675/ENSG00000148468/ENSG00000159840/ENSG00000165533/ENSG00000166949/ENSG00000170989/ENSG00000184009/ENSG00000186575/ENSG00000196405/ENSG00000198121/ENSG00000198793",28
"GO:0031400","GO:0031400","negative regulation of protein modification process","79/2281","479/21288",0.164926931106472,1.53922161744611,4.13497160658888,6.54537294926028e-05,0.00281857301346077,0.00220950883586645,"ENSG00000005249/ENSG00000019991/ENSG00000067900/ENSG00000074319/ENSG00000080815/ENSG00000090376/ENSG00000100739/ENSG00000101255/ENSG00000101265/ENSG00000102580/ENSG00000104365/ENSG00000105974/ENSG00000106211/ENSG00000106617/ENSG00000107937/ENSG00000108861/ENSG00000108946/ENSG00000110422/ENSG00000114423/ENSG00000116285/ENSG00000116679/ENSG00000117385/ENSG00000118503/ENSG00000120129/ENSG00000121653/ENSG00000124762/ENSG00000124766/ENSG00000128989/ENSG00000131771/ENSG00000132170/ENSG00000132326/ENSG00000132356/ENSG00000132376/ENSG00000133216/ENSG00000133789/ENSG00000134318/ENSG00000135362/ENSG00000135596/ENSG00000136014/ENSG00000136158/ENSG00000139687/ENSG00000140105/ENSG00000143507/ENSG00000144228/ENSG00000147324/ENSG00000150593/ENSG00000152642/ENSG00000153721/ENSG00000153823/ENSG00000154127/ENSG00000158125/ENSG00000161011/ENSG00000162407/ENSG00000162545/ENSG00000163629/ENSG00000163884/ENSG00000166170/ENSG00000166681/ENSG00000168398/ENSG00000171033/ENSG00000171132/ENSG00000171150/ENSG00000171862/ENSG00000173039/ENSG00000173706/ENSG00000177628/ENSG00000179820/ENSG00000183023/ENSG00000185338/ENSG00000185551/ENSG00000186063/ENSG00000186575/ENSG00000187446/ENSG00000188215/ENSG00000197381/ENSG00000197594/ENSG00000198369/ENSG00000198668/ENSG00000198947",79
"GO:0007160","GO:0007160","cell-matrix adhesion","52/2281","282/21288",0.184397163120567,1.72093240180212,4.2219249019403,6.65893170826265e-05,0.00283373731875382,0.00222139629323397,"ENSG00000008710/ENSG00000035403/ENSG00000046653/ENSG00000067900/ENSG00000073712/ENSG00000077943/ENSG00000080573/ENSG00000095637/ENSG00000101384/ENSG00000103647/ENSG00000105810/ENSG00000105855/ENSG00000108861/ENSG00000112658/ENSG00000112715/ENSG00000113916/ENSG00000116962/ENSG00000120899/ENSG00000124466/ENSG00000126458/ENSG00000134318/ENSG00000136238/ENSG00000137076/ENSG00000137801/ENSG00000139220/ENSG00000139567/ENSG00000140092/ENSG00000143127/ENSG00000143398/ENSG00000144824/ENSG00000145675/ENSG00000156232/ENSG00000158813/ENSG00000159840/ENSG00000162692/ENSG00000164171/ENSG00000166949/ENSG00000167657/ENSG00000168309/ENSG00000168542/ENSG00000171862/ENSG00000173083/ENSG00000173517/ENSG00000182718/ENSG00000184009/ENSG00000184371/ENSG00000186575/ENSG00000198542/ENSG00000198728/ENSG00000213853/ENSG00000213949/ENSG00000243244",52
"GO:0021549","GO:0021549","cerebellum development","26/2281","109/21288",0.238532110091743,2.22616026288164,4.44601421239359,6.67449699247841e-05,0.00283373731875382,0.00222139629323397,"ENSG00000041515/ENSG00000069667/ENSG00000074047/ENSG00000080815/ENSG00000090861/ENSG00000095397/ENSG00000106462/ENSG00000110492/ENSG00000135472/ENSG00000138311/ENSG00000140443/ENSG00000160200/ENSG00000165240/ENSG00000167193/ENSG00000167552/ENSG00000169032/ENSG00000169057/ENSG00000174804/ENSG00000177628/ENSG00000179295/ENSG00000183044/ENSG00000185532/ENSG00000188613/ENSG00000198121/ENSG00000198728/ENSG00000253368",26
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","41/2281","206/21288",0.199029126213592,1.85748883771808,4.28419535900837,6.71673803932679e-05,0.00283373731875382,0.00222139629323397,"ENSG00000004487/ENSG00000035664/ENSG00000051108/ENSG00000060138/ENSG00000073756/ENSG00000087470/ENSG00000100033/ENSG00000100644/ENSG00000105327/ENSG00000105974/ENSG00000106211/ENSG00000107562/ENSG00000108387/ENSG00000116584/ENSG00000116679/ENSG00000121653/ENSG00000129473/ENSG00000131871/ENSG00000132824/ENSG00000135018/ENSG00000135679/ENSG00000136997/ENSG00000139644/ENSG00000143384/ENSG00000147140/ENSG00000148411/ENSG00000157613/ENSG00000158828/ENSG00000161642/ENSG00000162298/ENSG00000165637/ENSG00000166170/ENSG00000166484/ENSG00000168398/ENSG00000168556/ENSG00000170242/ENSG00000170315/ENSG00000175197/ENSG00000182010/ENSG00000183010/ENSG00000185499",41
"GO:0000302","GO:0000302","response to reactive oxygen species","42/2281","213/21288",0.197183098591549,1.84026032565406,4.26955835260639,6.8868922379615e-05,0.00288602383448534,0.00226238423924557,"ENSG00000019991/ENSG00000100292/ENSG00000100644/ENSG00000101460/ENSG00000102882/ENSG00000104695/ENSG00000106462/ENSG00000108821/ENSG00000110931/ENSG00000114209/ENSG00000114861/ENSG00000115884/ENSG00000118503/ENSG00000118689/ENSG00000118762/ENSG00000120899/ENSG00000121691/ENSG00000130766/ENSG00000131979/ENSG00000132356/ENSG00000132646/ENSG00000133641/ENSG00000134853/ENSG00000135679/ENSG00000140092/ENSG00000143878/ENSG00000149212/ENSG00000158828/ENSG00000164305/ENSG00000165240/ENSG00000166484/ENSG00000167193/ENSG00000170775/ENSG00000173039/ENSG00000177425/ENSG00000177606/ENSG00000181019/ENSG00000185122/ENSG00000188536/ENSG00000197442/ENSG00000206172/ENSG00000213341",42
"GO:0071456","GO:0071456","cellular response to hypoxia","34/2281","160/21288",0.2125,1.98320911880754,4.32453862463871,7.1378304577626e-05,0.00297124089188464,0.00232918678095411,"ENSG00000003402/ENSG00000064393/ENSG00000066468/ENSG00000069667/ENSG00000073756/ENSG00000100292/ENSG00000100644/ENSG00000102760/ENSG00000112715/ENSG00000116016/ENSG00000116106/ENSG00000118689/ENSG00000119772/ENSG00000122641/ENSG00000132170/ENSG00000132356/ENSG00000134318/ENSG00000135018/ENSG00000135679/ENSG00000136997/ENSG00000139644/ENSG00000145386/ENSG00000147140/ENSG00000148400/ENSG00000153904/ENSG00000158828/ENSG00000159167/ENSG00000160200/ENSG00000164442/ENSG00000165240/ENSG00000165272/ENSG00000171132/ENSG00000185650/ENSG00000198793",34
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","53/2281","290/21288",0.182758620689655,1.70564029690547,4.19137474893961,7.26833640554246e-05,0.00297749949844415,0.00233409296803083,"ENSG00000004799/ENSG00000006788/ENSG00000019186/ENSG00000034713/ENSG00000070540/ENSG00000070669/ENSG00000072310/ENSG00000077254/ENSG00000085415/ENSG00000089041/ENSG00000097033/ENSG00000101460/ENSG00000102882/ENSG00000103257/ENSG00000104964/ENSG00000106615/ENSG00000106617/ENSG00000108821/ENSG00000111203/ENSG00000112561/ENSG00000112658/ENSG00000116299/ENSG00000118689/ENSG00000122641/ENSG00000124762/ENSG00000130766/ENSG00000132356/ENSG00000134294/ENSG00000135679/ENSG00000135821/ENSG00000137193/ENSG00000140443/ENSG00000144118/ENSG00000147883/ENSG00000149212/ENSG00000150907/ENSG00000155090/ENSG00000157954/ENSG00000160200/ENSG00000162692/ENSG00000162772/ENSG00000163083/ENSG00000163565/ENSG00000168309/ENSG00000170836/ENSG00000174697/ENSG00000177628/ENSG00000178209/ENSG00000184304/ENSG00000197442/ENSG00000198793/ENSG00000204371/ENSG00000213445",53
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","53/2281","290/21288",0.182758620689655,1.70564029690547,4.19137474893961,7.26833640554246e-05,0.00297749949844415,0.00233409296803083,"ENSG00000003987/ENSG00000011198/ENSG00000035115/ENSG00000072310/ENSG00000078269/ENSG00000084710/ENSG00000086544/ENSG00000088766/ENSG00000091622/ENSG00000101290/ENSG00000102780/ENSG00000103502/ENSG00000104331/ENSG00000111684/ENSG00000116711/ENSG00000117461/ENSG00000121879/ENSG00000123983/ENSG00000129353/ENSG00000131408/ENSG00000132376/ENSG00000134324/ENSG00000134780/ENSG00000136267/ENSG00000138678/ENSG00000141401/ENSG00000143398/ENSG00000143772/ENSG00000145675/ENSG00000151726/ENSG00000156471/ENSG00000158201/ENSG00000159082/ENSG00000163719/ENSG00000164535/ENSG00000165195/ENSG00000168890/ENSG00000168918/ENSG00000169692/ENSG00000171150/ENSG00000171608/ENSG00000171862/ENSG00000172954/ENSG00000176095/ENSG00000177666/ENSG00000185338/ENSG00000185813/ENSG00000197121/ENSG00000197601/ENSG00000197943/ENSG00000211456/ENSG00000214274/ENSG00000241878",53
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","63/2281","362/21288",0.174033149171271,1.6242076631118,4.1495724931923,7.31263651714849e-05,0.00297749949844415,0.00233409296803083,"ENSG00000008130/ENSG00000018189/ENSG00000064115/ENSG00000069329/ENSG00000073756/ENSG00000074319/ENSG00000075142/ENSG00000080815/ENSG00000080824/ENSG00000087470/ENSG00000088888/ENSG00000089041/ENSG00000091428/ENSG00000092969/ENSG00000096968/ENSG00000097033/ENSG00000100099/ENSG00000100644/ENSG00000103647/ENSG00000106571/ENSG00000108946/ENSG00000112062/ENSG00000114209/ENSG00000117280/ENSG00000119714/ENSG00000123983/ENSG00000124766/ENSG00000130529/ENSG00000131408/ENSG00000132170/ENSG00000132356/ENSG00000135362/ENSG00000135679/ENSG00000137642/ENSG00000145675/ENSG00000148175/ENSG00000148672/ENSG00000148677/ENSG00000149541/ENSG00000150630/ENSG00000151929/ENSG00000155897/ENSG00000156261/ENSG00000158828/ENSG00000163251/ENSG00000164850/ENSG00000166949/ENSG00000168502/ENSG00000171132/ENSG00000174697/ENSG00000178028/ENSG00000182621/ENSG00000183044/ENSG00000184304/ENSG00000185950/ENSG00000186198/ENSG00000187446/ENSG00000196535/ENSG00000196924/ENSG00000197879/ENSG00000203965/ENSG00000213625/ENSG00000214274",63
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","18/2281","63/21288",0.285714285714286,2.66649965553955,4.58896493143244,7.34360862844969e-05,0.00297749949844415,0.00233409296803083,"ENSG00000072310/ENSG00000092969/ENSG00000100644/ENSG00000102554/ENSG00000112658/ENSG00000113580/ENSG00000118689/ENSG00000131408/ENSG00000132170/ENSG00000136997/ENSG00000166949/ENSG00000168610/ENSG00000170365/ENSG00000173039/ENSG00000177606/ENSG00000186260/ENSG00000187079/ENSG00000196588",18
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","7/2281","12/21288",0.583333333333333,5.44410346339325,5.33448967372304,7.81005189262028e-05,0.00310661258118547,0.00243530606266436,"ENSG00000072163/ENSG00000091136/ENSG00000116962/ENSG00000135862/ENSG00000196569/ENSG00000196924/ENSG00000213853",7
"GO:0030199","GO:0030199","collagen fibril organization","22/2281","86/21288",0.255813953488372,2.38744736600634,4.46622309180441,7.83090958117297e-05,0.00310661258118547,0.00243530606266436,"ENSG00000060718/ENSG00000080573/ENSG00000087116/ENSG00000092969/ENSG00000105664/ENSG00000106397/ENSG00000108821/ENSG00000129038/ENSG00000130635/ENSG00000136378/ENSG00000138316/ENSG00000139329/ENSG00000139687/ENSG00000149257/ENSG00000164692/ENSG00000165240/ENSG00000168542/ENSG00000182197/ENSG00000182718/ENSG00000196739/ENSG00000204262/ENSG00000215018",22
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","22/2281","86/21288",0.255813953488372,2.38744736600634,4.46622309180441,7.83090958117297e-05,0.00310661258118547,0.00243530606266436,"ENSG00000022267/ENSG00000041515/ENSG00000077684/ENSG00000103479/ENSG00000106462/ENSG00000118762/ENSG00000122641/ENSG00000124762/ENSG00000134371/ENSG00000135679/ENSG00000136235/ENSG00000139687/ENSG00000145632/ENSG00000147883/ENSG00000165891/ENSG00000167797/ENSG00000168309/ENSG00000171862/ENSG00000176390/ENSG00000177595/ENSG00000185499/ENSG00000188215",22
"GO:0019751","GO:0019751","polyol metabolic process","26/2281","110/21288",0.236363636363636,2.20592244230999,4.39274844257817,7.86106322593377e-05,0.00310661258118547,0.00243530606266436,"ENSG00000067113/ENSG00000068383/ENSG00000078124/ENSG00000086544/ENSG00000100605/ENSG00000116711/ENSG00000131979/ENSG00000138669/ENSG00000141401/ENSG00000143772/ENSG00000151151/ENSG00000159082/ENSG00000162407/ENSG00000164850/ENSG00000168781/ENSG00000169057/ENSG00000172296/ENSG00000173598/ENSG00000174697/ENSG00000176095/ENSG00000177628/ENSG00000181027/ENSG00000182621/ENSG00000185532/ENSG00000197943/ENSG00000272325",26
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","71/2281","422/21288",0.16824644549763,1.57020181137815,4.09853173259252,8.00251656345786e-05,0.0031426234856749,0.00246353538696319,"ENSG00000005249/ENSG00000019991/ENSG00000067900/ENSG00000074319/ENSG00000080815/ENSG00000090376/ENSG00000100739/ENSG00000101255/ENSG00000101265/ENSG00000102580/ENSG00000104365/ENSG00000105974/ENSG00000106211/ENSG00000106617/ENSG00000108262/ENSG00000108861/ENSG00000108946/ENSG00000110422/ENSG00000114423/ENSG00000116285/ENSG00000120129/ENSG00000121653/ENSG00000122641/ENSG00000124762/ENSG00000128989/ENSG00000131771/ENSG00000132170/ENSG00000132376/ENSG00000133216/ENSG00000133789/ENSG00000134318/ENSG00000135362/ENSG00000135596/ENSG00000136158/ENSG00000137331/ENSG00000139687/ENSG00000140105/ENSG00000143507/ENSG00000147324/ENSG00000147883/ENSG00000150593/ENSG00000152642/ENSG00000153721/ENSG00000153823/ENSG00000154127/ENSG00000158125/ENSG00000162407/ENSG00000162545/ENSG00000163629/ENSG00000168398/ENSG00000168610/ENSG00000171033/ENSG00000171150/ENSG00000171862/ENSG00000173706/ENSG00000176915/ENSG00000177628/ENSG00000179820/ENSG00000183023/ENSG00000185338/ENSG00000185532/ENSG00000185551/ENSG00000185950/ENSG00000186063/ENSG00000186575/ENSG00000187446/ENSG00000197381/ENSG00000197594/ENSG00000198369/ENSG00000198668/ENSG00000198947",71
